labels,pred,max_confidence,U_total,U_epistemic,U_aleatoric,vote_pct,vacuity,dirichlet_strength,kind
1,1,0.8474652171134949,0.6161474585533142,-4.299566214172046e-08,0.616147518157959,1.0,0.3045772910118103,6.5664777755737305,real
1,0,0.9149677157402039,0.41966715455055237,0.0,0.41966715455055237,1.0,0.17003263533115387,11.76244831085205,real
1,1,0.8938711285591125,0.48812782764434814,4.299566214172046e-08,0.48812776803970337,1.0,0.21206223964691162,9.431193351745605,real
1,1,0.9304572343826294,0.3642149269580841,4.299566214172046e-08,0.36421486735343933,1.0,0.1389063596725464,14.398188591003418,real
1,1,0.9304553866386414,0.3642219007015228,0.0,0.3642219007015228,1.0,0.13892576098442078,14.396178245544434,real
1,1,0.9287907481193542,0.37042009830474854,4.299566214172046e-08,0.37042006850242615,1.0,0.14233586192131042,14.05127239227295,real
1,1,0.7088568806648254,0.870193362236023,0.0,0.870193362236023,1.0,0.5631707310676575,3.551321029663086,real
1,0,0.5916122794151306,0.9756460785865784,-8.599132428344092e-08,0.9756461381912231,1.0,0.7502808570861816,2.665668487548828,real
1,1,0.6542094945907593,0.9302523732185364,8.599132428344092e-08,0.9302522540092468,1.0,0.6453540325164795,3.099074125289917,real
1,1,0.9303097128868103,0.36476680636405945,-4.299566214172046e-08,0.3647668659687042,1.0,0.13925571739673615,14.362067222595215,real
1,0,0.9110501408576965,0.4329547882080078,-4.299566214172046e-08,0.4329548478126526,1.0,0.17786027491092682,11.244781494140625,real
1,1,0.9305275082588196,0.3639519512653351,4.299566214172046e-08,0.3639519214630127,1.0,0.1387961357831955,14.409623146057129,real
1,1,0.92909175157547,0.36930394172668457,4.299566214172046e-08,0.3693038821220398,1.0,0.1416650265455246,14.117810249328613,real
1,1,0.9199581742286682,0.4023264944553375,0.0,0.4023264944553375,1.0,0.1600036770105362,12.499712944030762,real
1,1,0.8506865501403809,0.608119547367096,0.0,0.608119547367096,1.0,0.29784494638442993,6.714903354644775,real
1,1,0.8592711687088013,0.5861443877220154,0.0,0.5861443877220154,1.0,0.28059083223342896,7.127816677093506,real
1,1,0.9305527210235596,0.363857626914978,-4.299566214172046e-08,0.3638576865196228,1.0,0.13876038789749146,14.413335800170898,real
1,1,0.930588960647583,0.3637218475341797,0.0,0.3637218475341797,1.0,0.1386742740869522,14.422285079956055,real
1,1,0.9303125739097595,0.36475616693496704,0.0,0.36475616693496704,1.0,0.13925732672214508,14.36190128326416,real
1,1,0.9305813908576965,0.3637501001358032,4.299566214172046e-08,0.36375007033348083,1.0,0.1386842578649521,14.421247482299805,real
1,1,0.9305557012557983,0.36384648084640503,0.0,0.36384648084640503,1.0,0.13873447477817535,14.416028022766113,real
1,1,0.883417010307312,0.5194584131240845,0.0,0.5194584131240845,1.0,0.23276227712631226,8.59245777130127,real
1,0,0.9144383668899536,0.42147883772850037,0.0,0.42147883772850037,1.0,0.17108166217803955,11.690323829650879,real
1,1,0.9303562045097351,0.36459290981292725,0.0,0.36459290981292725,1.0,0.13916651904582977,14.371273040771484,real
1,1,0.8837800025939941,0.5183968544006348,-4.299566214172046e-08,0.5183969140052795,1.0,0.23216144740581512,8.614694595336914,real
1,1,0.8959337472915649,0.4817543923854828,0.0,0.4817543923854828,1.0,0.20793940126895905,9.618186950683594,real
1,1,0.908221960067749,0.44237688183784485,0.0,0.44237688183784485,1.0,0.18342339992523193,10.90373420715332,real
1,1,0.9141108393669128,0.42259740829467773,4.299566214172046e-08,0.42259734869003296,1.0,0.17167261242866516,11.650081634521484,real
1,1,0.9304513335227966,0.3642371594905853,4.299566214172046e-08,0.36423709988594055,1.0,0.13892214000225067,14.396553993225098,real
1,1,0.8104308843612671,0.7005691528320312,0.0,0.7005691528320312,1.0,0.3776615560054779,5.295746803283691,real
1,1,0.930503249168396,0.364042729139328,4.299566214172046e-08,0.3640426695346832,1.0,0.13885469734668732,14.403546333312988,real
1,1,0.9304020404815674,0.3644215762615204,-4.299566214172046e-08,0.3644216060638428,1.0,0.13906148076057434,14.38212776184082,real
1,1,0.8568934202194214,0.5923171639442444,0.0,0.5923171639442444,1.0,0.2857248783111572,6.9997406005859375,real
1,0,0.8926653265953064,0.4918239414691925,0.0,0.4918239414691925,1.0,0.21450743079185486,9.323686599731445,real
1,1,0.9079172611236572,0.4433838129043579,0.0,0.4433838129043579,1.0,0.18405210971832275,10.866487503051758,real
1,1,0.8818733096122742,0.5239521265029907,0.0,0.5239521265029907,1.0,0.2360181212425232,8.473925590515137,real
1,1,0.9305113554000854,0.3640126585960388,-4.299566214172046e-08,0.3640127182006836,1.0,0.1388324350118637,14.405856132507324,real
1,1,0.9305194020271301,0.36398249864578247,-4.299566214172046e-08,0.36398252844810486,1.0,0.1388072669506073,14.408467292785645,real
1,1,0.9304434061050415,0.36426687240600586,0.0,0.36426687240600586,1.0,0.1389407217502594,14.394628524780273,real
1,0,0.7642622590065002,0.7878801226615906,0.0,0.7878801226615906,1.0,0.4680013060569763,4.273492336273193,real
1,1,0.8347567915916443,0.6467067003250122,0.0,0.6467067003250122,1.0,0.32895758748054504,6.079811096191406,real
